,x
5675,FBgn0036118
5676,FBgn0036121
5677,FBgn0036124
5678,FBgn0036125
5679,FBgn0036126
5680,FBgn0036133
5681,FBgn0036134
5682,FBgn0036135
5683,FBgn0036136
5684,FBgn0036141
5685,FBgn0036142
5686,FBgn0036143
5687,FBgn0036144
5688,FBgn0036145
5689,FBgn0036146
5690,FBgn0036147
5691,FBgn0036150
5692,FBgn0036152
5693,FBgn0036153
5694,FBgn0036155
5695,FBgn0036157
5696,FBgn0036165
5697,FBgn0036173
5698,FBgn0036177
5699,FBgn0036178
5700,FBgn0036179
5701,FBgn0036180
5702,FBgn0036181
5703,FBgn0036183
5704,FBgn0036184
5705,FBgn0036186
5706,FBgn0036187
5707,FBgn0036188
5708,FBgn0036191
5709,FBgn0036192
5710,FBgn0036193
5711,FBgn0036194
5712,FBgn0036196
5713,FBgn0036198
5714,FBgn0036199
5715,FBgn0036202
5716,FBgn0036205
5717,FBgn0036206
5718,FBgn0036207
5719,FBgn0036208
5720,FBgn0036210
5721,FBgn0036211
5722,FBgn0036212
5723,FBgn0036213
5724,FBgn0036214
5725,FBgn0036217
5726,FBgn0036220
5727,FBgn0036235
5728,FBgn0036237
5729,FBgn0036239
5730,FBgn0036240
5731,FBgn0036242
5732,FBgn0036248
5733,FBgn0036249
5734,FBgn0036254
5735,FBgn0036255
5736,FBgn0036257
5737,FBgn0036258
5738,FBgn0036259
5739,FBgn0036260
5740,FBgn0036262
5741,FBgn0036263
5742,FBgn0036266
5743,FBgn0036271
5744,FBgn0036272
5745,FBgn0036273
5746,FBgn0036274
5747,FBgn0036277
5748,FBgn0036278
5749,FBgn0036279
5750,FBgn0036282
5751,FBgn0036285
5752,FBgn0036286
5753,FBgn0036287
5754,FBgn0036288
5755,FBgn0036289
5756,FBgn0036290
5757,FBgn0036291
5758,FBgn0036292
5759,FBgn0036294
5760,FBgn0036298
5761,FBgn0036299
5762,FBgn0036300
5763,FBgn0036301
5764,FBgn0036302
5765,FBgn0036305
5766,FBgn0036306
5767,FBgn0036309
5768,FBgn0036314
5769,FBgn0036316
5770,FBgn0036317
5771,FBgn0036318
5772,FBgn0036319
5773,FBgn0036323
5774,FBgn0036324
5775,FBgn0036330
5776,FBgn0036331
5777,FBgn0036332
5778,FBgn0036333
5779,FBgn0036334
5780,FBgn0036335
5781,FBgn0036336
5782,FBgn0036337
5783,FBgn0036340
5784,FBgn0036341
5785,FBgn0036342
5786,FBgn0036348
5787,FBgn0036351
5788,FBgn0036353
5789,FBgn0036354
5790,FBgn0036356
5791,FBgn0036359
5792,FBgn0036360
5793,FBgn0036364
5794,FBgn0036365
5795,FBgn0036366
5796,FBgn0036367
5797,FBgn0036368
5798,FBgn0036369
5799,FBgn0036372
5800,FBgn0036373
5801,FBgn0036374
5802,FBgn0036376
5803,FBgn0036377
5804,FBgn0036380
5805,FBgn0036381
5806,FBgn0036382
5807,FBgn0036386
5808,FBgn0036391
5809,FBgn0036395
5810,FBgn0036396
5811,FBgn0036397
5812,FBgn0036398
5813,FBgn0036402
5814,FBgn0036405
5815,FBgn0036406
5816,FBgn0036410
5817,FBgn0036411
5818,FBgn0036414
5819,FBgn0036415
5820,FBgn0036416
5821,FBgn0036417
5822,FBgn0036422
5823,FBgn0036423
5824,FBgn0036428
5825,FBgn0036433
5826,FBgn0036436
5827,FBgn0036437
5828,FBgn0036440
5829,FBgn0036442
5830,FBgn0036446
5831,FBgn0036448
5832,FBgn0036449
5833,FBgn0036450
5834,FBgn0036451
5835,FBgn0036454
5836,FBgn0036460
5837,FBgn0036461
5838,FBgn0036462
5839,FBgn0036463
5840,FBgn0036474
5841,FBgn0036476
5842,FBgn0036479
5843,FBgn0036480
5844,FBgn0036481
5845,FBgn0036483
5846,FBgn0036484
5847,FBgn0036485
5848,FBgn0036486
5849,FBgn0036487
5850,FBgn0036488
5851,FBgn0036489
5852,FBgn0036491
5853,FBgn0036493
5854,FBgn0036494
5855,FBgn0036498
5856,FBgn0036500
5857,FBgn0036501
5858,FBgn0036502
5859,FBgn0036505
5860,FBgn0036509
5861,FBgn0036510
5862,FBgn0036512
5863,FBgn0036514
5864,FBgn0036515
5865,FBgn0036516
5866,FBgn0036518
5867,FBgn0036519
5868,FBgn0036522
5869,FBgn0036529
5870,FBgn0036534
5871,FBgn0036536
5872,FBgn0036537
5873,FBgn0036538
5874,FBgn0036544
5875,FBgn0036545
5876,FBgn0036547
5877,FBgn0036549
5878,FBgn0036550
5879,FBgn0036551
5880,FBgn0036552
5881,FBgn0036553
5882,FBgn0036556
5883,FBgn0036557
5884,FBgn0036560
5885,FBgn0036563
5886,FBgn0036565
5887,FBgn0036566
5888,FBgn0036569
5889,FBgn0036570
5890,FBgn0036571
5891,FBgn0036574
5892,FBgn0036575
5893,FBgn0036576
5894,FBgn0036579
5895,FBgn0036580
5896,FBgn0036581
5897,FBgn0036583
5898,FBgn0036584
5899,FBgn0036585
5900,FBgn0036587
5901,FBgn0036588
5902,FBgn0036589
5903,FBgn0036612
5904,FBgn0036614
5905,FBgn0036617
5906,FBgn0036619
5907,FBgn0036620
5908,FBgn0036621
5909,FBgn0036622
5910,FBgn0036623
5911,FBgn0036624
5912,FBgn0036627
5913,FBgn0036629
5914,FBgn0036638
5915,FBgn0036640
5916,FBgn0036641
5917,FBgn0036643
5918,FBgn0036646
5919,FBgn0036648
5920,FBgn0036656
5921,FBgn0036660
5922,FBgn0036661
5923,FBgn0036662
5924,FBgn0036663
5925,FBgn0036665
5926,FBgn0036666
5927,FBgn0036667
5928,FBgn0036668
5929,FBgn0036671
5930,FBgn0036678
5931,FBgn0036679
5932,FBgn0036680
5933,FBgn0036684
5934,FBgn0036685
5935,FBgn0036686
5936,FBgn0036687
5937,FBgn0036688
5938,FBgn0036689
5939,FBgn0036691
5940,FBgn0036695
5941,FBgn0036696
5942,FBgn0036697
5943,FBgn0036698
5944,FBgn0036702
5945,FBgn0036709
5946,FBgn0036710
5947,FBgn0036713
5948,FBgn0036714
5949,FBgn0036715
5950,FBgn0036723
5951,FBgn0036725
5952,FBgn0036726
5953,FBgn0036727
5954,FBgn0036728
5955,FBgn0036730
5956,FBgn0036731
5957,FBgn0036732
5958,FBgn0036733
5959,FBgn0036734
5960,FBgn0036735
5961,FBgn0036738
5962,FBgn0036740
5963,FBgn0036741
5964,FBgn0036742
5965,FBgn0036745
5966,FBgn0036746
5967,FBgn0036749
5968,FBgn0036750
5969,FBgn0036752
5970,FBgn0036754
5971,FBgn0036756
5972,FBgn0036757
5973,FBgn0036759
5974,FBgn0036760
5975,FBgn0036761
5976,FBgn0036762
5977,FBgn0036763
5978,FBgn0036764
5979,FBgn0036765
5980,FBgn0036769
5981,FBgn0036770
5982,FBgn0036771
5983,FBgn0036772
5984,FBgn0036773
5985,FBgn0036774
5986,FBgn0036775
5987,FBgn0036777
5988,FBgn0036778
5989,FBgn0036784
5990,FBgn0036785
5991,FBgn0036786
5992,FBgn0036787
5993,FBgn0036789
5994,FBgn0036790
5995,FBgn0036791
5996,FBgn0036795
5997,FBgn0036801
5998,FBgn0036804
5999,FBgn0036805
6000,FBgn0036806
6001,FBgn0036811
6002,FBgn0036812
6003,FBgn0036813
6004,FBgn0036814
6005,FBgn0036815
6006,FBgn0036816
6007,FBgn0036817
6008,FBgn0036818
6009,FBgn0036819
6010,FBgn0036820
6011,FBgn0036821
6012,FBgn0036824
6013,FBgn0036825
6014,FBgn0036826
6015,FBgn0036827
6016,FBgn0036828
6017,FBgn0036833
6018,FBgn0036834
6019,FBgn0036835
6020,FBgn0036836
6021,FBgn0036837
6022,FBgn0036838
6023,FBgn0036839
6024,FBgn0036842
6025,FBgn0036843
6026,FBgn0036844
6027,FBgn0036846
6028,FBgn0036847
6029,FBgn0036848
6030,FBgn0036849
6031,FBgn0036850
6032,FBgn0036851
6033,FBgn0036853
6034,FBgn0036857
6035,FBgn0036860
6036,FBgn0036862
6037,FBgn0036875
6038,FBgn0036876
6039,FBgn0036877
6040,FBgn0036880
6041,FBgn0036882
6042,FBgn0036886
6043,FBgn0036887
6044,FBgn0036888
6045,FBgn0036889
6046,FBgn0036890
6047,FBgn0036891
6048,FBgn0036892
6049,FBgn0036893
6050,FBgn0036895
6051,FBgn0036896
6052,FBgn0036897
6053,FBgn0036899
6054,FBgn0036900
6055,FBgn0036906
6056,FBgn0036908
6057,FBgn0036909
6058,FBgn0036910
6059,FBgn0036911
6060,FBgn0036913
6061,FBgn0036915
6062,FBgn0036916
6063,FBgn0036918
6064,FBgn0036919
6065,FBgn0036920
6066,FBgn0036921
6067,FBgn0036922
6068,FBgn0036923
6069,FBgn0036926
6070,FBgn0036927
6071,FBgn0036928
6072,FBgn0036929
6073,FBgn0036931
6074,FBgn0036932
6075,FBgn0036934
6076,FBgn0036936
6077,FBgn0036937
6078,FBgn0036939
6079,FBgn0036942
6080,FBgn0036945
6081,FBgn0036956
6082,FBgn0036958
6083,FBgn0036959
6084,FBgn0036962
6085,FBgn0036964
6086,FBgn0036967
6087,FBgn0036969
6088,FBgn0036970
6089,FBgn0036973
6090,FBgn0036974
6091,FBgn0036975
6092,FBgn0036978
6093,FBgn0036980
6094,FBgn0036984
6095,FBgn0036986
6096,FBgn0036987
6097,FBgn0036988
6098,FBgn0036990
6099,FBgn0036991
6100,FBgn0036992
6101,FBgn0036993
6102,FBgn0036994
6103,FBgn0036995
6104,FBgn0036997
6105,FBgn0036998
6106,FBgn0036999
6107,FBgn0037000
6108,FBgn0037001
6109,FBgn0037003
6110,FBgn0037004
6111,FBgn0037005
6112,FBgn0037007
6113,FBgn0037008
6114,FBgn0037009
6115,FBgn0037010
6116,FBgn0037011
6117,FBgn0037012
6118,FBgn0037013
6119,FBgn0037015
6120,FBgn0037016
6121,FBgn0037017
6122,FBgn0037018
6123,FBgn0037019
6124,FBgn0037020
6125,FBgn0037021
6126,FBgn0037022
6127,FBgn0037024
6128,FBgn0037025
6129,FBgn0037026
6130,FBgn0037027
6131,FBgn0037028
6132,FBgn0037030
6133,FBgn0037031
6134,FBgn0037044
6135,FBgn0037045
6136,FBgn0037046
6137,FBgn0037050
6138,FBgn0037051
6139,FBgn0037057
6140,FBgn0037060
6141,FBgn0037061
6142,FBgn0037063
6143,FBgn0037064
6144,FBgn0037065
6145,FBgn0037067
6146,FBgn0037068
6147,FBgn0037070
6148,FBgn0037071
6149,FBgn0037073
6150,FBgn0037074
6151,FBgn0037076
6152,FBgn0037078
6153,FBgn0037081
6154,FBgn0037082
6155,FBgn0037084
6156,FBgn0037087
6157,FBgn0037090
6158,FBgn0037092
6159,FBgn0037093
6160,FBgn0037094
6161,FBgn0037098
6162,FBgn0037100
6163,FBgn0037101
6164,FBgn0037102
6165,FBgn0037105
6166,FBgn0037106
6167,FBgn0037107
6168,FBgn0037108
6169,FBgn0037109
6170,FBgn0037110
6171,FBgn0037116
6172,FBgn0037117
6173,FBgn0037120
6174,FBgn0037121
6175,FBgn0037126
6176,FBgn0037129
6177,FBgn0037130
6178,FBgn0037133
6179,FBgn0037134
6180,FBgn0037135
6181,FBgn0037137
6182,FBgn0037138
6183,FBgn0037139
6184,FBgn0037140
6185,FBgn0037141
6186,FBgn0037142
6187,FBgn0037143
6188,FBgn0037144
6189,FBgn0037146
6190,FBgn0037149
6191,FBgn0037150
6192,FBgn0037151
6193,FBgn0037153
6194,FBgn0037156
6195,FBgn0037163
6196,FBgn0037164
6197,FBgn0037166
6198,FBgn0037167
6199,FBgn0037171
6200,FBgn0037174
6201,FBgn0037176
6202,FBgn0037181
6203,FBgn0037182
6204,FBgn0037183
6205,FBgn0037184
6206,FBgn0037185
6207,FBgn0037186
6208,FBgn0037188
6209,FBgn0037191
6210,FBgn0037195
6211,FBgn0037199
6212,FBgn0037200
6213,FBgn0037202
6214,FBgn0037203
6215,FBgn0037206
6216,FBgn0037207
6217,FBgn0037213
6218,FBgn0037215
6219,FBgn0037217
6220,FBgn0037218
6221,FBgn0037220
6222,FBgn0037222
6223,FBgn0037223
6224,FBgn0037224
6225,FBgn0037225
6226,FBgn0037227
6227,FBgn0037228
6228,FBgn0037229
6229,FBgn0037230
6230,FBgn0037231
6231,FBgn0037232
6232,FBgn0037234
6233,FBgn0037235
6234,FBgn0037236
6235,FBgn0037238
6236,FBgn0037239
6237,FBgn0037240
6238,FBgn0037241
6239,FBgn0037242
6240,FBgn0037244
6241,FBgn0037248
6242,FBgn0037249
6243,FBgn0037250
6244,FBgn0037251
6245,FBgn0037252
6246,FBgn0037254
6247,FBgn0037255
6248,FBgn0037261
6249,FBgn0037262
6250,FBgn0037263
6251,FBgn0037265
6252,FBgn0037270
6253,FBgn0037275
6254,FBgn0037276
6255,FBgn0037279
6256,FBgn0037280
6257,FBgn0037282
6258,FBgn0037288
6259,FBgn0037290
6260,FBgn0037291
6261,FBgn0037292
6262,FBgn0037293
6263,FBgn0037294
6264,FBgn0037295
6265,FBgn0037297
6266,FBgn0037298
6267,FBgn0037299
6268,FBgn0037301
6269,FBgn0037304
6270,FBgn0037305
6271,FBgn0037312
6272,FBgn0037313
6273,FBgn0037315
6274,FBgn0037317
6275,FBgn0037320
6276,FBgn0037324
6277,FBgn0037326
6278,FBgn0037327
6279,FBgn0037328
6280,FBgn0037329
6281,FBgn0037330
6282,FBgn0037332
6283,FBgn0037336
6284,FBgn0037338
6285,FBgn0037339
6286,FBgn0037340
6287,FBgn0037341
6288,FBgn0037342
6289,FBgn0037344
6290,FBgn0037345
6291,FBgn0037347
6292,FBgn0037350
6293,FBgn0037351
6294,FBgn0037354
6295,FBgn0037356
6296,FBgn0037358
6297,FBgn0037359
6298,FBgn0037360
6299,FBgn0037363
6300,FBgn0037364
6301,FBgn0037368
6302,FBgn0037369
6303,FBgn0037370
6304,FBgn0037371
6305,FBgn0037372
6306,FBgn0037374
6307,FBgn0037375
6308,FBgn0037376
6309,FBgn0037377
6310,FBgn0037378
6311,FBgn0037379
6312,FBgn0037382
6313,FBgn0037383
6314,FBgn0037384
6315,FBgn0037386
6316,FBgn0037387
6317,FBgn0037391
6318,FBgn0037396
6319,FBgn0037398
6320,FBgn0037402
6321,FBgn0037405
6322,FBgn0037408
6323,FBgn0037409
6324,FBgn0037410
6325,FBgn0037411
6326,FBgn0037412
6327,FBgn0037418
6328,FBgn0037419
6329,FBgn0037421
6330,FBgn0037427
6331,FBgn0037429
6332,FBgn0037433
6333,FBgn0037435
6334,FBgn0037436
6335,FBgn0037439
6336,FBgn0037440
6337,FBgn0037442
6338,FBgn0037443
6339,FBgn0037445
6340,FBgn0037446
6341,FBgn0037447
6342,FBgn0037448
6343,FBgn0037454
6344,FBgn0037465
6345,FBgn0037466
6346,FBgn0037467
6347,FBgn0037468
6348,FBgn0037469
6349,FBgn0037470
6350,FBgn0037472
6351,FBgn0037473
6352,FBgn0037475
6353,FBgn0037478
6354,FBgn0037481
6355,FBgn0037482
6356,FBgn0037483
6357,FBgn0037487
6358,FBgn0037488
6359,FBgn0037489
6360,FBgn0037490
6361,FBgn0037491
6362,FBgn0037492
6363,FBgn0037501
6364,FBgn0037503
6365,FBgn0037504
6366,FBgn0037506
6367,FBgn0037513
6368,FBgn0037514
6369,FBgn0037515
6370,FBgn0037518
6371,FBgn0037519
6372,FBgn0037520
6373,FBgn0037521
6374,FBgn0037525
6375,FBgn0037526
6376,FBgn0037529
6377,FBgn0037530
6378,FBgn0037531
6379,FBgn0037533
6380,FBgn0037534
6381,FBgn0037535
6382,FBgn0037536
6383,FBgn0037537
6384,FBgn0037538
6385,FBgn0037539
6386,FBgn0037540
6387,FBgn0037541
6388,FBgn0037543
6389,FBgn0037544
6390,FBgn0037546
6391,FBgn0037547
6392,FBgn0037548
6393,FBgn0037549
6394,FBgn0037550
6395,FBgn0037551
6396,FBgn0037552
6397,FBgn0037553
6398,FBgn0037554
6399,FBgn0037555
6400,FBgn0037556
6401,FBgn0037560
6402,FBgn0037561
6403,FBgn0037562
6404,FBgn0037565
6405,FBgn0037566
6406,FBgn0037569
6407,FBgn0037573
6408,FBgn0037574
6409,FBgn0037578
6410,FBgn0037579
6411,FBgn0037580
6412,FBgn0037581
6413,FBgn0037583
6414,FBgn0037589
6415,FBgn0037592
6416,FBgn0037601
6417,FBgn0037602
6418,FBgn0037603
6419,FBgn0037606
6420,FBgn0037607
6421,FBgn0037608
6422,FBgn0037609
6423,FBgn0037610
6424,FBgn0037611
6425,FBgn0037612
6426,FBgn0037613
6427,FBgn0037614
6428,FBgn0037615
6429,FBgn0037616
6430,FBgn0037617
6431,FBgn0037619
6432,FBgn0037620
6433,FBgn0037621
6434,FBgn0037622
6435,FBgn0037623
6436,FBgn0037624
6437,FBgn0037625
6438,FBgn0037626
6439,FBgn0037627
6440,FBgn0037630
6441,FBgn0037632
6442,FBgn0037633
6443,FBgn0037634
6444,FBgn0037635
6445,FBgn0037636
6446,FBgn0037637
6447,FBgn0037638
6448,FBgn0037643
6449,FBgn0037644
6450,FBgn0037646
6451,FBgn0037647
6452,FBgn0037648
6453,FBgn0037652
6454,FBgn0037653
6455,FBgn0037654
6456,FBgn0037655
6457,FBgn0037656
6458,FBgn0037657
6459,FBgn0037659
6460,FBgn0037660
6461,FBgn0037661
6462,FBgn0037662
6463,FBgn0037667
6464,FBgn0037668
6465,FBgn0037669
6466,FBgn0037670
6467,FBgn0037671
6468,FBgn0037672
6469,FBgn0037676
6470,FBgn0037678
6471,FBgn0037679
6472,FBgn0037680
6473,FBgn0037683
6474,FBgn0037684
6475,FBgn0037686
6476,FBgn0037687
6477,FBgn0037688
6478,FBgn0037690
6479,FBgn0037696
6480,FBgn0037697
6481,FBgn0037698
6482,FBgn0037700
6483,FBgn0037702
6484,FBgn0037703
6485,FBgn0037705
6486,FBgn0037707
6487,FBgn0037708
6488,FBgn0037709
6489,FBgn0037710
6490,FBgn0037712
6491,FBgn0037713
6492,FBgn0037714
6493,FBgn0037715
6494,FBgn0037716
6495,FBgn0037717
6496,FBgn0037718
6497,FBgn0037719
6498,FBgn0037720
6499,FBgn0037721
6500,FBgn0037722
6501,FBgn0037723
6502,FBgn0037726
6503,FBgn0037727
6504,FBgn0037728
6505,FBgn0037730
6506,FBgn0037734
6507,FBgn0037736
6508,FBgn0037737
6509,FBgn0037739
6510,FBgn0037741
6511,FBgn0037742
6512,FBgn0037743
6513,FBgn0037744
6514,FBgn0037746
6515,FBgn0037747
6516,FBgn0037749
6517,FBgn0037750
6518,FBgn0037751
6519,FBgn0037753
6520,FBgn0037754
6521,FBgn0037755
6522,FBgn0037756
6523,FBgn0037757
6524,FBgn0037758
6525,FBgn0037759
6526,FBgn0037760
6527,FBgn0037761
6528,FBgn0037762
6529,FBgn0037764
6530,FBgn0037765
6531,FBgn0037766
6532,FBgn0037770
6533,FBgn0037772
6534,FBgn0037773
6535,FBgn0037777
6536,FBgn0037778
6537,FBgn0037779
6538,FBgn0037780
6539,FBgn0037788
6540,FBgn0037792
6541,FBgn0037794
6542,FBgn0037796
6543,FBgn0037797
6544,FBgn0037798
6545,FBgn0037801
6546,FBgn0037802
6547,FBgn0037807
6548,FBgn0037809
6549,FBgn0037810
6550,FBgn0037811
6551,FBgn0037814
6552,FBgn0037815
6553,FBgn0037816
6554,FBgn0037817
6555,FBgn0037818
6556,FBgn0037819
6557,FBgn0037822
6558,FBgn0037824
6559,FBgn0037831
6560,FBgn0037834
6561,FBgn0037835
6562,FBgn0037836
6563,FBgn0037838
6564,FBgn0037841
6565,FBgn0037842
6566,FBgn0037843
6567,FBgn0037844
6568,FBgn0037845
6569,FBgn0037846
6570,FBgn0037848
6571,FBgn0037849
6572,FBgn0037850
6573,FBgn0037852
6574,FBgn0037853
6575,FBgn0037855
6576,FBgn0037856
6577,FBgn0037873
6578,FBgn0037874
6579,FBgn0037875
6580,FBgn0037876
6581,FBgn0037877
6582,FBgn0037878
6583,FBgn0037879
6584,FBgn0037880
6585,FBgn0037881
6586,FBgn0037882
6587,FBgn0037883
6588,FBgn0037884
6589,FBgn0037885
6590,FBgn0037890
6591,FBgn0037891
6592,FBgn0037892
6593,FBgn0037894
6594,FBgn0037895
6595,FBgn0037896
6596,FBgn0037897
6597,FBgn0037898
6598,FBgn0037899
6599,FBgn0037900
6600,FBgn0037901
6601,FBgn0037902
6602,FBgn0037906
6603,FBgn0037908
6604,FBgn0037911
6605,FBgn0037912
6606,FBgn0037913
6607,FBgn0037917
6608,FBgn0037918
6609,FBgn0037920
6610,FBgn0037921
6611,FBgn0037922
6612,FBgn0037923
6613,FBgn0037924
6614,FBgn0037926
6615,FBgn0037930
6616,FBgn0037931
6617,FBgn0037933
6618,FBgn0037934
6619,FBgn0037935
6620,FBgn0037936
6621,FBgn0037937
6622,FBgn0037941
6623,FBgn0037942
6624,FBgn0037943
6625,FBgn0037944
6626,FBgn0037949
6627,FBgn0037950
6628,FBgn0037955
6629,FBgn0037956
6630,FBgn0037958
6631,FBgn0037960
6632,FBgn0037963
6633,FBgn0037970
6634,FBgn0037973
6635,FBgn0037974
6636,FBgn0037975
6637,FBgn0037976
6638,FBgn0037978
6639,FBgn0037979
6640,FBgn0037980
6641,FBgn0037981
6642,FBgn0037986
6643,FBgn0037989
6644,FBgn0037992
6645,FBgn0037993
6646,FBgn0037995
6647,FBgn0037996
6648,FBgn0037997
6649,FBgn0037998
6650,FBgn0037999
6651,FBgn0038002
6652,FBgn0038005
6653,FBgn0038006
6654,FBgn0038007
6655,FBgn0038008
6656,FBgn0038011
6657,FBgn0038013
6658,FBgn0038014
6659,FBgn0038016
6660,FBgn0038017
6661,FBgn0038020
6662,FBgn0038028
6663,FBgn0038029
6664,FBgn0038034
6665,FBgn0038035
6666,FBgn0038037
6667,FBgn0038038
6668,FBgn0038039
6669,FBgn0038042
6670,FBgn0038043
6671,FBgn0038045
6672,FBgn0038046
6673,FBgn0038047
6674,FBgn0038049
6675,FBgn0038051
6676,FBgn0038052
6677,FBgn0038053
6678,FBgn0038054
6679,FBgn0038055
6680,FBgn0038056
6681,FBgn0038057
6682,FBgn0038058
6683,FBgn0038063
6684,FBgn0038065
6685,FBgn0038067
6686,FBgn0038070
6687,FBgn0038071
6688,FBgn0038072
6689,FBgn0038074
6690,FBgn0038076
6691,FBgn0038079
6692,FBgn0038080
6693,FBgn0038084
6694,FBgn0038087
6695,FBgn0038088
6696,FBgn0038092
6697,FBgn0038098
6698,FBgn0038100
6699,FBgn0038105
6700,FBgn0038106
6701,FBgn0038108
6702,FBgn0038110
6703,FBgn0038113
6704,FBgn0038115
6705,FBgn0038118
6706,FBgn0038127
6707,FBgn0038128
6708,FBgn0038129
6709,FBgn0038130
6710,FBgn0038139
6711,FBgn0038140
6712,FBgn0038143
6713,FBgn0038144
6714,FBgn0038145
6715,FBgn0038146
6716,FBgn0038147
6717,FBgn0038148
6718,FBgn0038149
6719,FBgn0038156
6720,FBgn0038160
6721,FBgn0038163
6722,FBgn0038165
6723,FBgn0038166
6724,FBgn0038167
6725,FBgn0038168
6726,FBgn0038170
6727,FBgn0038172
6728,FBgn0038173
6729,FBgn0038179
6730,FBgn0038180
6731,FBgn0038181
6732,FBgn0038183
6733,FBgn0038194
6734,FBgn0038195
6735,FBgn0038196
6736,FBgn0038197
6737,FBgn0038198
6738,FBgn0038199
6739,FBgn0038201
6740,FBgn0038202
6741,FBgn0038203
6742,FBgn0038205
6743,FBgn0038206
6744,FBgn0038207
6745,FBgn0038211
6746,FBgn0038214
6747,FBgn0038221
6748,FBgn0038223
6749,FBgn0038224
6750,FBgn0038225
6751,FBgn0038233
6752,FBgn0038234
6753,FBgn0038235
6754,FBgn0038236
6755,FBgn0038237
6756,FBgn0038243
6757,FBgn0038244
6758,FBgn0038246
6759,FBgn0038247
6760,FBgn0038248
6761,FBgn0038250
6762,FBgn0038251
6763,FBgn0038256
6764,FBgn0038257
6765,FBgn0038260
6766,FBgn0038261
6767,FBgn0038262
6768,FBgn0038268
6769,FBgn0038269
6770,FBgn0038271
6771,FBgn0038272
6772,FBgn0038273
6773,FBgn0038274
6774,FBgn0038275
6775,FBgn0038277
6776,FBgn0038279
6777,FBgn0038282
6778,FBgn0038286
6779,FBgn0038290
6780,FBgn0038291
6781,FBgn0038294
6782,FBgn0038295
6783,FBgn0038296
6784,FBgn0038299
6785,FBgn0038300
6786,FBgn0038301
6787,FBgn0038302
6788,FBgn0038303
6789,FBgn0038304
6790,FBgn0038306
6791,FBgn0038307
6792,FBgn0038309
6793,FBgn0038311
6794,FBgn0038312
6795,FBgn0038313
6796,FBgn0038315
6797,FBgn0038316
6798,FBgn0038318
6799,FBgn0038319
6800,FBgn0038320
6801,FBgn0038321
6802,FBgn0038324
6803,FBgn0038325
6804,FBgn0038326
6805,FBgn0038327
6806,FBgn0038330
6807,FBgn0038331
6808,FBgn0038332
6809,FBgn0038337
6810,FBgn0038341
6811,FBgn0038343
6812,FBgn0038344
6813,FBgn0038348
6814,FBgn0038349
6815,FBgn0038350
6816,FBgn0038353
6817,FBgn0038354
6818,FBgn0038358
6819,FBgn0038360
6820,FBgn0038361
6821,FBgn0038363
6822,FBgn0038365
6823,FBgn0038366
6824,FBgn0038369
6825,FBgn0038371
6826,FBgn0038373
6827,FBgn0038376
6828,FBgn0038380
6829,FBgn0038381
6830,FBgn0038385
6831,FBgn0038387
6832,FBgn0038388
6833,FBgn0038389
6834,FBgn0038390
6835,FBgn0038395
6836,FBgn0038396
6837,FBgn0038397
6838,FBgn0038398
6839,FBgn0038400
6840,FBgn0038401
6841,FBgn0038402
6842,FBgn0038404
6843,FBgn0038407
6844,FBgn0038412
6845,FBgn0038418
6846,FBgn0038419
6847,FBgn0038420
6848,FBgn0038421
6849,FBgn0038422
6850,FBgn0038424
6851,FBgn0038425
6852,FBgn0038426
6853,FBgn0038427
6854,FBgn0038428
6855,FBgn0038429
6856,FBgn0038432
6857,FBgn0038435
6858,FBgn0038436
6859,FBgn0038437
6860,FBgn0038438
6861,FBgn0038439
6862,FBgn0038446
6863,FBgn0038447
6864,FBgn0038448
6865,FBgn0038450
6866,FBgn0038452
6867,FBgn0038453
6868,FBgn0038454
6869,FBgn0038455
6870,FBgn0038460
6871,FBgn0038461
6872,FBgn0038462
6873,FBgn0038463
6874,FBgn0038465
6875,FBgn0038466
6876,FBgn0038467
6877,FBgn0038470
6878,FBgn0038471
6879,FBgn0038472
6880,FBgn0038473
6881,FBgn0038474
6882,FBgn0038475
6883,FBgn0038476
6884,FBgn0038478
6885,FBgn0038487
6886,FBgn0038488
6887,FBgn0038490
6888,FBgn0038491
6889,FBgn0038492
6890,FBgn0038494
6891,FBgn0038498
6892,FBgn0038499
6893,FBgn0038504
6894,FBgn0038510
6895,FBgn0038515
6896,FBgn0038516
6897,FBgn0038519
6898,FBgn0038524
6899,FBgn0038525
6900,FBgn0038526
6901,FBgn0038529
6902,FBgn0038530
6903,FBgn0038532
6904,FBgn0038533
6905,FBgn0038535
6906,FBgn0038536
6907,FBgn0038540
6908,FBgn0038541
6909,FBgn0038542
6910,FBgn0038545
6911,FBgn0038546
6912,FBgn0038547
6913,FBgn0038548
6914,FBgn0038549
6915,FBgn0038550
6916,FBgn0038551
6917,FBgn0038552
6918,FBgn0038564
6919,FBgn0038565
6920,FBgn0038569
6921,FBgn0038575
6922,FBgn0038576
6923,FBgn0038577
6924,FBgn0038578
6925,FBgn0038579
6926,FBgn0038581
6927,FBgn0038582
6928,FBgn0038583
6929,FBgn0038584
6930,FBgn0038585
6931,FBgn0038586
6932,FBgn0038588
6933,FBgn0038589
6934,FBgn0038590
6935,FBgn0038592
6936,FBgn0038593
6937,FBgn0038596
6938,FBgn0038597
6939,FBgn0038598
6940,FBgn0038601
6941,FBgn0038602
6942,FBgn0038603
6943,FBgn0038606
6944,FBgn0038607
6945,FBgn0038609
6946,FBgn0038610
