,x
4062,FBgn0032796
4063,FBgn0032797
4064,FBgn0032798
4065,FBgn0032799
4066,FBgn0032800
4067,FBgn0032801
4068,FBgn0032803
4069,FBgn0032805
4070,FBgn0032810
4071,FBgn0032811
4072,FBgn0032812
4073,FBgn0032813
4074,FBgn0032814
4075,FBgn0032815
4076,FBgn0032816
4077,FBgn0032817
4078,FBgn0032818
4079,FBgn0032819
4080,FBgn0032820
4081,FBgn0032821
4082,FBgn0032822
4083,FBgn0032833
4084,FBgn0032835
4085,FBgn0032836
4086,FBgn0032840
4087,FBgn0032843
4088,FBgn0032845
4089,FBgn0032846
4090,FBgn0032847
4091,FBgn0032848
4092,FBgn0032849
4093,FBgn0032850
4094,FBgn0032851
4095,FBgn0032856
4096,FBgn0032857
4097,FBgn0032858
4098,FBgn0032859
4099,FBgn0032860
4100,FBgn0032863
4101,FBgn0032864
4102,FBgn0032867
4103,FBgn0032869
4104,FBgn0032870
4105,FBgn0032871
4106,FBgn0032873
4107,FBgn0032876
4108,FBgn0032877
4109,FBgn0032879
4110,FBgn0032880
4111,FBgn0032881
4112,FBgn0032882
4113,FBgn0032883
4114,FBgn0032884
4115,FBgn0032886
4116,FBgn0032889
4117,FBgn0032895
4118,FBgn0032896
4119,FBgn0032897
4120,FBgn0032899
4121,FBgn0032900
4122,FBgn0032901
4123,FBgn0032906
4124,FBgn0032907
4125,FBgn0032908
4126,FBgn0032910
4127,FBgn0032911
4128,FBgn0032914
4129,FBgn0032916
4130,FBgn0032919
4131,FBgn0032921
4132,FBgn0032922
4133,FBgn0032923
4134,FBgn0032924
4135,FBgn0032925
4136,FBgn0032929
4137,FBgn0032934
4138,FBgn0032935
4139,FBgn0032938
4140,FBgn0032940
4141,FBgn0032943
4142,FBgn0032945
4143,FBgn0032946
4144,FBgn0032949
4145,FBgn0032955
4146,FBgn0032956
4147,FBgn0032957
4148,FBgn0032961
4149,FBgn0032973
4150,FBgn0032974
4151,FBgn0032979
4152,FBgn0032986
4153,FBgn0032987
4154,FBgn0032988
4155,FBgn0032997
4156,FBgn0033000
4157,FBgn0033005
4158,FBgn0033010
4159,FBgn0033015
4160,FBgn0033017
4161,FBgn0033019
4162,FBgn0033020
4163,FBgn0033021
4164,FBgn0033028
4165,FBgn0033029
4166,FBgn0033031
4167,FBgn0033032
4168,FBgn0033033
4169,FBgn0033038
4170,FBgn0033043
4171,FBgn0033047
4172,FBgn0033048
4173,FBgn0033050
4174,FBgn0033051
4175,FBgn0033052
4176,FBgn0033054
4177,FBgn0033055
4178,FBgn0033058
4179,FBgn0033060
4180,FBgn0033061
4181,FBgn0033062
4182,FBgn0033063
4183,FBgn0033065
4184,FBgn0033067
4185,FBgn0033069
4186,FBgn0033072
4187,FBgn0033074
4188,FBgn0033075
4189,FBgn0033079
4190,FBgn0033081
4191,FBgn0033085
4192,FBgn0033086
4193,FBgn0033087
4194,FBgn0033088
4195,FBgn0033089
4196,FBgn0033090
4197,FBgn0033092
4198,FBgn0033093
4199,FBgn0033100
4200,FBgn0033101
4201,FBgn0033104
4202,FBgn0033108
4203,FBgn0033112
4204,FBgn0033113
4205,FBgn0033115
4206,FBgn0033117
4207,FBgn0033121
4208,FBgn0033122
4209,FBgn0033127
4210,FBgn0033128
4211,FBgn0033129
4212,FBgn0033130
4213,FBgn0033131
4214,FBgn0033132
4215,FBgn0033133
4216,FBgn0033134
4217,FBgn0033135
4218,FBgn0033137
4219,FBgn0033138
4220,FBgn0033139
4221,FBgn0033140
4222,FBgn0033149
4223,FBgn0033153
4224,FBgn0033155
4225,FBgn0033159
4226,FBgn0033160
4227,FBgn0033166
4228,FBgn0033169
4229,FBgn0033170
4230,FBgn0033174
4231,FBgn0033177
4232,FBgn0033178
4233,FBgn0033179
4234,FBgn0033183
4235,FBgn0033184
4236,FBgn0033185
4237,FBgn0033186
4238,FBgn0033187
4239,FBgn0033188
4240,FBgn0033190
4241,FBgn0033191
4242,FBgn0033192
4243,FBgn0033194
4244,FBgn0033195
4245,FBgn0033196
4246,FBgn0033199
4247,FBgn0033202
4248,FBgn0033204
4249,FBgn0033205
4250,FBgn0033206
4251,FBgn0033207
4252,FBgn0033208
4253,FBgn0033209
4254,FBgn0033210
4255,FBgn0033212
4256,FBgn0033214
4257,FBgn0033221
4258,FBgn0033222
4259,FBgn0033224
4260,FBgn0033225
4261,FBgn0033226
4262,FBgn0033229
4263,FBgn0033232
4264,FBgn0033233
4265,FBgn0033234
4266,FBgn0033235
4267,FBgn0033236
4268,FBgn0033240
4269,FBgn0033241
4270,FBgn0033243
4271,FBgn0033244
4272,FBgn0033246
4273,FBgn0033247
4274,FBgn0033249
4275,FBgn0033250
4276,FBgn0033252
4277,FBgn0033257
4278,FBgn0033258
4279,FBgn0033259
4280,FBgn0033260
4281,FBgn0033261
4282,FBgn0033264
4283,FBgn0033265
4284,FBgn0033266
4285,FBgn0033268
4286,FBgn0033271
4287,FBgn0033272
4288,FBgn0033273
4289,FBgn0033274
4290,FBgn0033277
4291,FBgn0033278
4292,FBgn0033283
4293,FBgn0033287
4294,FBgn0033289
4295,FBgn0033294
4296,FBgn0033302
4297,FBgn0033303
4298,FBgn0033304
4299,FBgn0033307
4300,FBgn0033309
4301,FBgn0033313
4302,FBgn0033315
4303,FBgn0033316
4304,FBgn0033317
4305,FBgn0033320
4306,FBgn0033321
4307,FBgn0033326
4308,FBgn0033337
4309,FBgn0033339
4310,FBgn0033340
4311,FBgn0033341
4312,FBgn0033347
4313,FBgn0033348
4314,FBgn0033349
4315,FBgn0033350
4316,FBgn0033351
4317,FBgn0033352
4318,FBgn0033353
4319,FBgn0033354
4320,FBgn0033356
4321,FBgn0033357
4322,FBgn0033358
4323,FBgn0033359
4324,FBgn0033366
4325,FBgn0033367
4326,FBgn0033368
4327,FBgn0033372
4328,FBgn0033373
4329,FBgn0033374
4330,FBgn0033375
4331,FBgn0033376
4332,FBgn0033377
4333,FBgn0033378
4334,FBgn0033379
4335,FBgn0033380
4336,FBgn0033381
4337,FBgn0033382
4338,FBgn0033387
4339,FBgn0033388
4340,FBgn0033389
4341,FBgn0033392
4342,FBgn0033395
4343,FBgn0033397
4344,FBgn0033400
4345,FBgn0033401
4346,FBgn0033402
4347,FBgn0033403
4348,FBgn0033405
4349,FBgn0033408
4350,FBgn0033413
4351,FBgn0033421
4352,FBgn0033422
4353,FBgn0033423
4354,FBgn0033426
4355,FBgn0033427
4356,FBgn0033428
4357,FBgn0033429
4358,FBgn0033431
4359,FBgn0033434
4360,FBgn0033437
4361,FBgn0033438
4362,FBgn0033439
4363,FBgn0033443
4364,FBgn0033446
4365,FBgn0033447
4366,FBgn0033448
4367,FBgn0033449
4368,FBgn0033450
4369,FBgn0033451
4370,FBgn0033453
4371,FBgn0033454
4372,FBgn0033457
4373,FBgn0033458
4374,FBgn0033459
4375,FBgn0033460
4376,FBgn0033461
4377,FBgn0033463
4378,FBgn0033464
4379,FBgn0033465
4380,FBgn0033467
4381,FBgn0033468
4382,FBgn0033471
4383,FBgn0033473
4384,FBgn0033474
4385,FBgn0033475
4386,FBgn0033476
4387,FBgn0033479
4388,FBgn0033480
4389,FBgn0033482
4390,FBgn0033483
4391,FBgn0033484
4392,FBgn0033485
4393,FBgn0033486
4394,FBgn0033490
4395,FBgn0033491
4396,FBgn0033494
4397,FBgn0033498
4398,FBgn0033500
4399,FBgn0033501
4400,FBgn0033502
4401,FBgn0033504
4402,FBgn0033507
4403,FBgn0033515
4404,FBgn0033516
4405,FBgn0033518
4406,FBgn0033519
4407,FBgn0033520
4408,FBgn0033521
4409,FBgn0033523
4410,FBgn0033524
4411,FBgn0033526
4412,FBgn0033527
4413,FBgn0033528
4414,FBgn0033529
4415,FBgn0033538
4416,FBgn0033539
4417,FBgn0033540
4418,FBgn0033543
4419,FBgn0033544
4420,FBgn0033547
4421,FBgn0033548
4422,FBgn0033550
4423,FBgn0033551
4424,FBgn0033554
4425,FBgn0033555
4426,FBgn0033556
4427,FBgn0033557
4428,FBgn0033558
4429,FBgn0033564
4430,FBgn0033566
4431,FBgn0033569
4432,FBgn0033570
4433,FBgn0033571
4434,FBgn0033574
4435,FBgn0033578
4436,FBgn0033579
4437,FBgn0033580
4438,FBgn0033581
4439,FBgn0033582
4440,FBgn0033584
4441,FBgn0033593
4442,FBgn0033602
4443,FBgn0033603
4444,FBgn0033605
4445,FBgn0033607
4446,FBgn0033608
4447,FBgn0033609
4448,FBgn0033610
4449,FBgn0033615
4450,FBgn0033616
4451,FBgn0033623
4452,FBgn0033624
4453,FBgn0033627
4454,FBgn0033628
4455,FBgn0033629
4456,FBgn0033631
4457,FBgn0033633
4458,FBgn0033635
4459,FBgn0033636
4460,FBgn0033638
4461,FBgn0033639
4462,FBgn0033644
4463,FBgn0033649
4464,FBgn0033652
4465,FBgn0033653
4466,FBgn0033654
4467,FBgn0033656
4468,FBgn0033657
4469,FBgn0033659
4470,FBgn0033661
4471,FBgn0033663
4472,FBgn0033665
4473,FBgn0033668
4474,FBgn0033669
4475,FBgn0033672
4476,FBgn0033673
4477,FBgn0033677
4478,FBgn0033679
4479,FBgn0033683
4480,FBgn0033685
4481,FBgn0033686
4482,FBgn0033687
4483,FBgn0033688
4484,FBgn0033690
4485,FBgn0033691
4486,FBgn0033692
4487,FBgn0033696
4488,FBgn0033697
4489,FBgn0033698
4490,FBgn0033699
4491,FBgn0033702
4492,FBgn0033705
4493,FBgn0033706
4494,FBgn0033710
4495,FBgn0033712
4496,FBgn0033713
4497,FBgn0033715
4498,FBgn0033716
4499,FBgn0033717
4500,FBgn0033724
4501,FBgn0033725
4502,FBgn0033728
4503,FBgn0033730
4504,FBgn0033734
4505,FBgn0033735
4506,FBgn0033736
4507,FBgn0033737
4508,FBgn0033738
4509,FBgn0033739
4510,FBgn0033740
4511,FBgn0033741
4512,FBgn0033742
4513,FBgn0033744
4514,FBgn0033749
4515,FBgn0033750
4516,FBgn0033751
4517,FBgn0033752
4518,FBgn0033753
4519,FBgn0033754
4520,FBgn0033755
4521,FBgn0033756
4522,FBgn0033757
4523,FBgn0033760
4524,FBgn0033761
4525,FBgn0033762
4526,FBgn0033763
4527,FBgn0033766
4528,FBgn0033767
4529,FBgn0033769
4530,FBgn0033773
4531,FBgn0033775
4532,FBgn0033777
4533,FBgn0033778
4534,FBgn0033781
4535,FBgn0033782
4536,FBgn0033783
4537,FBgn0033784
4538,FBgn0033785
4539,FBgn0033791
4540,FBgn0033792
4541,FBgn0033793
4542,FBgn0033798
4543,FBgn0033799
4544,FBgn0033802
4545,FBgn0033806
4546,FBgn0033807
4547,FBgn0033808
4548,FBgn0033809
4549,FBgn0033810
4550,FBgn0033812
4551,FBgn0033813
4552,FBgn0033814
4553,FBgn0033815
4554,FBgn0033816
4555,FBgn0033817
4556,FBgn0033819
4557,FBgn0033820
4558,FBgn0033821
4559,FBgn0033826
4560,FBgn0033827
4561,FBgn0033830
4562,FBgn0033834
4563,FBgn0033836
4564,FBgn0033842
4565,FBgn0033844
4566,FBgn0033845
4567,FBgn0033846
4568,FBgn0033848
4569,FBgn0033851
4570,FBgn0033853
4571,FBgn0033855
4572,FBgn0033856
4573,FBgn0033859
4574,FBgn0033866
4575,FBgn0033867
4576,FBgn0033869
4577,FBgn0033871
4578,FBgn0033872
4579,FBgn0033873
4580,FBgn0033874
4581,FBgn0033875
4582,FBgn0033876
4583,FBgn0033879
4584,FBgn0033880
4585,FBgn0033883
4586,FBgn0033884
4587,FBgn0033885
4588,FBgn0033886
4589,FBgn0033889
4590,FBgn0033890
4591,FBgn0033891
4592,FBgn0033893
4593,FBgn0033897
4594,FBgn0033899
4595,FBgn0033900
4596,FBgn0033901
4597,FBgn0033902
4598,FBgn0033903
4599,FBgn0033904
4600,FBgn0033905
4601,FBgn0033906
4602,FBgn0033907
4603,FBgn0033911
4604,FBgn0033912
4605,FBgn0033913
4606,FBgn0033915
4607,FBgn0033916
4608,FBgn0033917
4609,FBgn0033918
4610,FBgn0033919
4611,FBgn0033921
4612,FBgn0033924
4613,FBgn0033925
4614,FBgn0033926
4615,FBgn0033928
4616,FBgn0033929
4617,FBgn0033932
4618,FBgn0033934
4619,FBgn0033935
4620,FBgn0033936
4621,FBgn0033942
4622,FBgn0033943
4623,FBgn0033945
4624,FBgn0033948
4625,FBgn0033949
4626,FBgn0033951
4627,FBgn0033958
4628,FBgn0033960
4629,FBgn0033961
4630,FBgn0033963
4631,FBgn0033968
4632,FBgn0033969
4633,FBgn0033970
4634,FBgn0033971
4635,FBgn0033972
4636,FBgn0033973
4637,FBgn0033978
4638,FBgn0033980
4639,FBgn0033981
4640,FBgn0033982
4641,FBgn0033983
4642,FBgn0033984
4643,FBgn0033985
4644,FBgn0033987
4645,FBgn0033988
4646,FBgn0033989
4647,FBgn0033990
4648,FBgn0033993
4649,FBgn0033994
4650,FBgn0033995
4651,FBgn0033996
4652,FBgn0033997
4653,FBgn0033998
4654,FBgn0034000
4655,FBgn0034001
4656,FBgn0034002
4657,FBgn0034005
4658,FBgn0034007
4659,FBgn0034008
4660,FBgn0034009
4661,FBgn0034010
4662,FBgn0034011
4663,FBgn0034012
4664,FBgn0034013
4665,FBgn0034021
4666,FBgn0034022
4667,FBgn0034025
4668,FBgn0034027
4669,FBgn0034029
4670,FBgn0034030
4671,FBgn0034031
4672,FBgn0034032
4673,FBgn0034033
4674,FBgn0034035
4675,FBgn0034045
4676,FBgn0034046
4677,FBgn0034047
4678,FBgn0034049
4679,FBgn0034050
4680,FBgn0034051
4681,FBgn0034053
4682,FBgn0034054
4683,FBgn0034057
4684,FBgn0034058
4685,FBgn0034059
4686,FBgn0034060
4687,FBgn0034061
4688,FBgn0034062
4689,FBgn0034063
4690,FBgn0034065
4691,FBgn0034066
4692,FBgn0034067
4693,FBgn0034068
4694,FBgn0034069
4695,FBgn0034070
4696,FBgn0034071
4697,FBgn0034072
4698,FBgn0034073
4699,FBgn0034075
4700,FBgn0034081
4701,FBgn0034082
4702,FBgn0034083
4703,FBgn0034084
4704,FBgn0034085
4705,FBgn0034086
4706,FBgn0034087
4707,FBgn0034091
4708,FBgn0034093
4709,FBgn0034094
4710,FBgn0034095
4711,FBgn0034098
4712,FBgn0034103
4713,FBgn0034104
4714,FBgn0034109
4715,FBgn0034110
4716,FBgn0034113
4717,FBgn0034114
4718,FBgn0034117
4719,FBgn0034118
4720,FBgn0034121
4721,FBgn0034126
4722,FBgn0034127
4723,FBgn0034128
4724,FBgn0034133
4725,FBgn0034135
4726,FBgn0034136
4727,FBgn0034137
4728,FBgn0034138
4729,FBgn0034139
4730,FBgn0034140
4731,FBgn0034141
4732,FBgn0034142
4733,FBgn0034143
4734,FBgn0034145
4735,FBgn0034151
4736,FBgn0034153
4737,FBgn0034156
4738,FBgn0034157
4739,FBgn0034158
4740,FBgn0034162
4741,FBgn0034165
4742,FBgn0034166
4743,FBgn0034168
4744,FBgn0034172
4745,FBgn0034175
4746,FBgn0034176
4747,FBgn0034177
4748,FBgn0034179
4749,FBgn0034180
4750,FBgn0034181
4751,FBgn0034182
4752,FBgn0034184
4753,FBgn0034186
4754,FBgn0034187
4755,FBgn0034191
4756,FBgn0034194
4757,FBgn0034197
4758,FBgn0034198
4759,FBgn0034199
4760,FBgn0034200
4761,FBgn0034205
4762,FBgn0034210
4763,FBgn0034214
4764,FBgn0034215
4765,FBgn0034217
4766,FBgn0034218
4767,FBgn0034219
4768,FBgn0034221
4769,FBgn0034223
4770,FBgn0034229
4771,FBgn0034230
4772,FBgn0034231
4773,FBgn0034232
4774,FBgn0034237
4775,FBgn0034240
4776,FBgn0034242
4777,FBgn0034243
4778,FBgn0034245
4779,FBgn0034246
4780,FBgn0034247
4781,FBgn0034248
4782,FBgn0034249
4783,FBgn0034251
4784,FBgn0034253
4785,FBgn0034258
4786,FBgn0034259
4787,FBgn0034261
4788,FBgn0034262
4789,FBgn0034263
4790,FBgn0034264
4791,FBgn0034265
4792,FBgn0034266
4793,FBgn0034267
4794,FBgn0034269
4795,FBgn0034270
4796,FBgn0034271
4797,FBgn0034275
4798,FBgn0034276
4799,FBgn0034277
4800,FBgn0034279
4801,FBgn0034281
4802,FBgn0034282
4803,FBgn0034286
4804,FBgn0034290
4805,FBgn0034293
4806,FBgn0034299
4807,FBgn0034300
4808,FBgn0034304
4809,FBgn0034307
4810,FBgn0034308
4811,FBgn0034310
4812,FBgn0034312
4813,FBgn0034313
4814,FBgn0034314
4815,FBgn0034315
4816,FBgn0034327
4817,FBgn0034328
4818,FBgn0034329
4819,FBgn0034330
4820,FBgn0034331
4821,FBgn0034335
4822,FBgn0034345
4823,FBgn0034346
4824,FBgn0034351
4825,FBgn0034352
4826,FBgn0034354
4827,FBgn0034356
4828,FBgn0034360
4829,FBgn0034361
4830,FBgn0034362
4831,FBgn0034364
4832,FBgn0034365
4833,FBgn0034366
4834,FBgn0034368
4835,FBgn0034371
4836,FBgn0034379
4837,FBgn0034380
4838,FBgn0034381
4839,FBgn0034387
4840,FBgn0034389
4841,FBgn0034390
4842,FBgn0034391
4843,FBgn0034392
4844,FBgn0034394
4845,FBgn0034396
4846,FBgn0034397
4847,FBgn0034398
4848,FBgn0034399
4849,FBgn0034400
4850,FBgn0034401
4851,FBgn0034402
4852,FBgn0034403
4853,FBgn0034405
4854,FBgn0034406
4855,FBgn0034407
4856,FBgn0034408
4857,FBgn0034416
4858,FBgn0034417
4859,FBgn0034418
4860,FBgn0034419
4861,FBgn0034420
4862,FBgn0034422
4863,FBgn0034425
4864,FBgn0034430
4865,FBgn0034432
4866,FBgn0034433
4867,FBgn0034435
4868,FBgn0034436
4869,FBgn0034437
4870,FBgn0034438
4871,FBgn0034439
4872,FBgn0034442
4873,FBgn0034443
4874,FBgn0034446
4875,FBgn0034447
4876,FBgn0034451
4877,FBgn0034452
4878,FBgn0034454
4879,FBgn0034455
4880,FBgn0034460
4881,FBgn0034463
4882,FBgn0034467
4883,FBgn0034468
4884,FBgn0034470
4885,FBgn0034471
4886,FBgn0034475
4887,FBgn0034476
4888,FBgn0034477
4889,FBgn0034479
4890,FBgn0034480
4891,FBgn0034481
4892,FBgn0034484
4893,FBgn0034485
4894,FBgn0034486
4895,FBgn0034487
4896,FBgn0034488
4897,FBgn0034490
4898,FBgn0034491
4899,FBgn0034493
4900,FBgn0034494
4901,FBgn0034495
4902,FBgn0034496
4903,FBgn0034497
4904,FBgn0034498
4905,FBgn0034500
4906,FBgn0034501
4907,FBgn0034502
4908,FBgn0034503
4909,FBgn0034504
4910,FBgn0034505
4911,FBgn0034506
4912,FBgn0034509
4913,FBgn0034511
4914,FBgn0034512
4915,FBgn0034513
4916,FBgn0034521
4917,FBgn0034523
4918,FBgn0034527
4919,FBgn0034528
4920,FBgn0034529
4921,FBgn0034530
4922,FBgn0034532
4923,FBgn0034534
4924,FBgn0034535
4925,FBgn0034537
4926,FBgn0034538
4927,FBgn0034539
4928,FBgn0034540
4929,FBgn0034541
4930,FBgn0034542
4931,FBgn0034543
4932,FBgn0034553
4933,FBgn0034558
4934,FBgn0034564
4935,FBgn0034566
4936,FBgn0034567
4937,FBgn0034568
4938,FBgn0034569
4939,FBgn0034570
4940,FBgn0034572
4941,FBgn0034573
4942,FBgn0034576
4943,FBgn0034577
4944,FBgn0034578
4945,FBgn0034579
4946,FBgn0034580
4947,FBgn0034582
4948,FBgn0034583
4949,FBgn0034585
4950,FBgn0034588
4951,FBgn0034590
4952,FBgn0034595
4953,FBgn0034598
4954,FBgn0034599
4955,FBgn0034602
4956,FBgn0034605
4957,FBgn0034606
4958,FBgn0034611
4959,FBgn0034612
4960,FBgn0034614
4961,FBgn0034617
4962,FBgn0034618
4963,FBgn0034622
4964,FBgn0034626
4965,FBgn0034627
4966,FBgn0034628
4967,FBgn0034629
4968,FBgn0034631
4969,FBgn0034634
4970,FBgn0034636
4971,FBgn0034638
4972,FBgn0034639
4973,FBgn0034641
4974,FBgn0034642
4975,FBgn0034643
4976,FBgn0034644
4977,FBgn0034645
4978,FBgn0034646
4979,FBgn0034647
4980,FBgn0034650
4981,FBgn0034654
4982,FBgn0034655
4983,FBgn0034657
4984,FBgn0034660
4985,FBgn0034666
4986,FBgn0034674
4987,FBgn0034683
4988,FBgn0034684
4989,FBgn0034687
4990,FBgn0034688
4991,FBgn0034689
4992,FBgn0034691
4993,FBgn0034692
4994,FBgn0034693
4995,FBgn0034694
4996,FBgn0034697
4997,FBgn0034703
4998,FBgn0034704
4999,FBgn0034705
5000,FBgn0034706
5001,FBgn0034707
5002,FBgn0034708
5003,FBgn0034709
5004,FBgn0034712
5005,FBgn0034716
5006,FBgn0034717
5007,FBgn0034718
5008,FBgn0034720
5009,FBgn0034722
5010,FBgn0034723
5011,FBgn0034724
5012,FBgn0034725
5013,FBgn0034726
5014,FBgn0034727
5015,FBgn0034728
5016,FBgn0034729
5017,FBgn0034730
5018,FBgn0034731
5019,FBgn0034733
5020,FBgn0034734
5021,FBgn0034735
5022,FBgn0034736
5023,FBgn0034737
5024,FBgn0034739
5025,FBgn0034741
5026,FBgn0034742
5027,FBgn0034743
5028,FBgn0034744
5029,FBgn0034745
5030,FBgn0034748
5031,FBgn0034750
5032,FBgn0034753
5033,FBgn0034755
5034,FBgn0034756
5035,FBgn0034761
5036,FBgn0034763
5037,FBgn0034784
5038,FBgn0034786
5039,FBgn0034788
5040,FBgn0034789
5041,FBgn0034791
5042,FBgn0034792
5043,FBgn0034793
5044,FBgn0034795
5045,FBgn0034796
5046,FBgn0034797
5047,FBgn0034800
5048,FBgn0034802
5049,FBgn0034803
5050,FBgn0034804
5051,FBgn0034808
5052,FBgn0034814
5053,FBgn0034817
5054,FBgn0034821
5055,FBgn0034822
5056,FBgn0034844
5057,FBgn0034849
5058,FBgn0034853
5059,FBgn0034854
5060,FBgn0034858
5061,FBgn0034859
5062,FBgn0034860
5063,FBgn0034861
5064,FBgn0034869
5065,FBgn0034876
5066,FBgn0034877
5067,FBgn0034878
5068,FBgn0034879
5069,FBgn0034880
5070,FBgn0034883
5071,FBgn0034885
5072,FBgn0034887
5073,FBgn0034893
5074,FBgn0034894
5075,FBgn0034897
5076,FBgn0034902
5077,FBgn0034903
5078,FBgn0034908
5079,FBgn0034909
5080,FBgn0034911
5081,FBgn0034913
5082,FBgn0034914
5083,FBgn0034915
5084,FBgn0034918
5085,FBgn0034919
5086,FBgn0034920
5087,FBgn0034921
5088,FBgn0034923
5089,FBgn0034924
5090,FBgn0034925
5091,FBgn0034928
5092,FBgn0034931
5093,FBgn0034933
5094,FBgn0034935
5095,FBgn0034936
5096,FBgn0034937
5097,FBgn0034938
5098,FBgn0034939
5099,FBgn0034940
5100,FBgn0034943
5101,FBgn0034945
5102,FBgn0034946
5103,FBgn0034948
5104,FBgn0034950
5105,FBgn0034951
5106,FBgn0034958
5107,FBgn0034959
5108,FBgn0034961
5109,FBgn0034962
5110,FBgn0034963
5111,FBgn0034964
5112,FBgn0034965
5113,FBgn0034966
5114,FBgn0034967
5115,FBgn0034968
5116,FBgn0034970
5117,FBgn0034971
5118,FBgn0034972
5119,FBgn0034975
5120,FBgn0034976
5121,FBgn0034978
5122,FBgn0034982
5123,FBgn0034985
5124,FBgn0034986
5125,FBgn0034988
5126,FBgn0034989
5127,FBgn0034990
5128,FBgn0034994
5129,FBgn0034996
5130,FBgn0034997
5131,FBgn0034999
5132,FBgn0035000
5133,FBgn0035001
5134,FBgn0035006
5135,FBgn0035007
5136,FBgn0035008
5137,FBgn0035010
5138,FBgn0035016
5139,FBgn0035020
5140,FBgn0035021
5141,FBgn0035022
5142,FBgn0035023
5143,FBgn0035024
5144,FBgn0035025
5145,FBgn0035026
5146,FBgn0035027
5147,FBgn0035028
5148,FBgn0035032
5149,FBgn0035033
5150,FBgn0035035
5151,FBgn0035036
5152,FBgn0035039
5153,FBgn0035040
5154,FBgn0035041
5155,FBgn0035042
5156,FBgn0035043
5157,FBgn0035044
5158,FBgn0035046
5159,FBgn0035047
5160,FBgn0035049
5161,FBgn0035050
5162,FBgn0035059
5163,FBgn0035060
5164,FBgn0035063
5165,FBgn0035064
5166,FBgn0035065
5167,FBgn0035073
5168,FBgn0035076
5169,FBgn0035077
5170,FBgn0035078
5171,FBgn0035082
5172,FBgn0035083
5173,FBgn0035084
5174,FBgn0035085
5175,FBgn0035086
5176,FBgn0035087
5177,FBgn0035088
5178,FBgn0035089
5179,FBgn0035090
5180,FBgn0035091
5181,FBgn0035092
5182,FBgn0035094
5183,FBgn0035099
5184,FBgn0035101
5185,FBgn0035102
5186,FBgn0035103
5187,FBgn0035104
5188,FBgn0035106
5189,FBgn0035107
5190,FBgn0035109
5191,FBgn0035110
5192,FBgn0035111
5193,FBgn0035112
5194,FBgn0035113
5195,FBgn0035120
5196,FBgn0035121
5197,FBgn0035122
5198,FBgn0035124
5199,FBgn0035132
5200,FBgn0035134
5201,FBgn0035137
5202,FBgn0035140
5203,FBgn0035141
5204,FBgn0035142
5205,FBgn0035143
5206,FBgn0035144
5207,FBgn0035145
5208,FBgn0035146
5209,FBgn0035147
5210,FBgn0035148
5211,FBgn0035149
5212,FBgn0035150
5213,FBgn0035151
5214,FBgn0035152
5215,FBgn0035153
5216,FBgn0035154
5217,FBgn0035155
5218,FBgn0035157
5219,FBgn0035158
5220,FBgn0035159
5221,FBgn0035160
5222,FBgn0035161
5223,FBgn0035162
5224,FBgn0035164
5225,FBgn0035165
5226,FBgn0035166
5227,FBgn0035167
5228,FBgn0035168
5229,FBgn0035169
5230,FBgn0035170
5231,FBgn0035171
5232,FBgn0035173
5233,FBgn0035179
5234,FBgn0035181
5235,FBgn0035186
5236,FBgn0035187
5237,FBgn0035189
5238,FBgn0035192
5239,FBgn0035194
5240,FBgn0035199
5241,FBgn0035203
5242,FBgn0035204
5243,FBgn0035205
5244,FBgn0035206
5245,FBgn0035207
5246,FBgn0035209
5247,FBgn0035210
5248,FBgn0035211
5249,FBgn0035213
5250,FBgn0035216
5251,FBgn0035227
5252,FBgn0035228
5253,FBgn0035229
5254,FBgn0035231
5255,FBgn0035232
5256,FBgn0035233
5257,FBgn0035235
5258,FBgn0035236
5259,FBgn0035237
5260,FBgn0035238
5261,FBgn0035241
5262,FBgn0035243
5263,FBgn0035244
5264,FBgn0035245
5265,FBgn0035246
5266,FBgn0035247
5267,FBgn0035248
5268,FBgn0035249
5269,FBgn0035251
5270,FBgn0035252
5271,FBgn0035253
5272,FBgn0035254
5273,FBgn0035255
5274,FBgn0035257
5275,FBgn0035258
5276,FBgn0035260
5277,FBgn0035262
5278,FBgn0035264
5279,FBgn0035267
5280,FBgn0035268
5281,FBgn0035270
5282,FBgn0035271
5283,FBgn0035272
5284,FBgn0035280
5285,FBgn0035282
5286,FBgn0035283
5287,FBgn0035285
5288,FBgn0035286
5289,FBgn0035287
5290,FBgn0035290
5291,FBgn0035293
5292,FBgn0035294
5293,FBgn0035295
5294,FBgn0035298
5295,FBgn0035308
5296,FBgn0035309
5297,FBgn0035316
5298,FBgn0035317
5299,FBgn0035318
5300,FBgn0035321
5301,FBgn0035323
5302,FBgn0035325
5303,FBgn0035331
5304,FBgn0035333
5305,FBgn0035334
5306,FBgn0035335
5307,FBgn0035336
5308,FBgn0035337
5309,FBgn0035344
5310,FBgn0035346
5311,FBgn0035348
5312,FBgn0035355
5313,FBgn0035356
5314,FBgn0035357
5315,FBgn0035358
5316,FBgn0035359
5317,FBgn0035360
5318,FBgn0035370
5319,FBgn0035371
5320,FBgn0035372
5321,FBgn0035374
5322,FBgn0035375
5323,FBgn0035379
5324,FBgn0035382
5325,FBgn0035383
5326,FBgn0035385
5327,FBgn0035388
5328,FBgn0035390
5329,FBgn0035392
5330,FBgn0035393
5331,FBgn0035397
5332,FBgn0035400
5333,FBgn0035401
